ID_Pedido ; Data ; Produto ; Categoria ; Quantidade ; Preco_Unitario ; Receita_Bruta ; Desconto ; Receita_Liquida ; Regiao ; Canal_Venda ; Status_Entrega ; Estado_UF ; Custo_Unitario ; Custo_Total ; Lucro_Liquido ; Margem_Lucro_Porcentagem ; Idade_Cliente ; Genero_Cliente ; Faixa_Etaria ; Valor_Frete ; Dias_Entrega ; Transportadora ; Meio_Pagamento ; Avaliacao_Cliente
383;43249;Samsung Galaxy A35;Celulares;3;4622;13866;0,1;12479,4;Nordeste;Online;Cancelado;BA;2403,44;7210,32;5269,08;0,422222222;22;Feminino;18-29;83;0;TransFrete;Boleto;3
386;42755;Xiaomi Redmi Note 14 Pro;Celulares;10;3506;35060;0;35060;Nordeste;Loja Física;Entregue;MA;1998,42;19984,2;15075,8;0,43;58;Feminino;50+;65;12;LogTech Express;Cartão de Crédito;1
400;42899;OnePlus 13R;Celulares;9;4693;42237;0,1;38013,3;Centro-Oeste;Loja Física;Entregue;DF;3191,24;28721,16;9292,14;0,244444444;78;Feminino;50+;16;9;Correios;PIX;5
404;45192;Xiaomi Redmi Note 12;Celulares;7;4929;34503;0;34503;Centro-Oeste;Loja Física;Entregue;MT;3203,85;22426,95;12076,05;0,35;45;Masculino;30-49;153;8;LogTech Express;Voucher;5
435;42925;OnePlus 13R;Celulares;9;4425;39825;0,1;35842,5;Norte;Online;Entregue;AP;2566,5;23098,5;12744;0,355555556;26;Não Informado;18-29;66;7;LogTech Express;PIX;1
438;44539;Xiaomi Redmi Note 13;Celulares;10;3993;39930;0,1;35937;Nordeste;Loja Física;Entregue;RN;2076,36;20763,6;15173,4;0,422222222;84;Não Informado;50+;82;6;TransFrete;PIX;5
474;44776;Vivo V40;Celulares;9;4733;42597;0,1;38337,3;Sudeste;Loja Física;Em trânsito;RJ;1987,86;17890,74;20446,56;0,533333333;88;Masculino;50+;96;6;LogTech Express;PIX;5
481;44348;Samsung Galaxy A56 5G;Celulares;3;4616;13848;0,05;13155,6;Norte;Loja Física;Entregue;TO;3046,56;9139,68;4015,92;0,305263158;93;Masculino;50+;55;2;TransFrete;PIX;3
482;45368;Motorola Moto G34;Celulares;10;4789;47890;0;47890;Sudeste;Marketplace;Entregue;RJ;2633,95;26339,5;21550,5;0,45;93;Não Informado;50+;17;11;LogTech Express;Voucher;1
488;45429;Realme 13 Pro+;Celulares;10;1082;10820;0,05;10279;Sul;Loja Física;Cancelado;RS;714,12;7141,2;3137,8;0,305263158;53;Feminino;50+;175;0;TransFrete;Cartão de Crédito;3
493;43372;iPhone 13 128GB;Celulares;6;3836;23016;0,05;21865,2;Centro-Oeste;Loja Física;Entregue;DF;1841,28;11047,68;10817,52;0,494736842;62;Masculino;50+;128;4;Correios;Cartão de Crédito;4
496;43144;Samsung Galaxy S26 Ultra;Celulares;6;4314;25884;0,15;22001,4;Nordeste;Marketplace;Entregue;PE;2329,56;13977,36;8024,04;0,364705882;60;Não Informado;50+;149;24;Correios;PIX;3
498;42934;Samsung Galaxy S23 FE;Celulares;9;4601;41409;0,05;39338,55;Centro-Oeste;Loja Física;Em trânsito;MT;3128,68;28158,12;11180,43;0,284210526;38;Masculino;30-49;40;6;Correios;Voucher;2
501;44930;Xiaomi POCO X7 Pro;Celulares;5;3551;17755;0,15;15091,75;Centro-Oeste;Loja Física;Cancelado;DF;1597,95;7989,75;7102;0,470588235;50;Não Informado;50+;152;0;Correios;Cartão de Crédito;1
511;43508;POCO M5 Pro;Celulares;9;2663;23967;0,15;20371,95;Norte;Loja Física;Em trânsito;RR;1624,43;14619,87;5752,08;0,282352941;51;Não Informado;50+;115;8;TransFrete;Voucher;4
529;43064;Samsung Galaxy A15;Celulares;7;2021;14147;0,1;12732,3;Norte;Loja Física;Entregue;AP;949,87;6649,09;6083,21;0,477777778;33;Não Informado;30-49;58;19;TransFrete;PIX;1
532;44265;iPhone SE 4;Celulares;10;1239;12390;0,15;10531,5;Sudeste;Loja Física;Entregue;SP;656,67;6566,7;3964,8;0,376470588;32;Masculino;30-49;54;18;LogTech Express;Boleto;4
538;44037;Xiaomi POCO X6 Neo;Celulares;7;3576;25032;0,15;21277,2;Norte;Marketplace;Entregue;TO;2109,84;14768,88;6508,32;0,305882353;87;Não Informado;50+;124;3;Correios;Boleto;1
542;45039;Xiaomi POCO F6;Celulares;10;2400;24000;0,1;21600;Sudeste;Loja Física;Cancelado;SP;1056;10560;11040;0,511111111;34;Não Informado;30-49;52;0;LogTech Express;Voucher;5
546;42927;Honor Magic 6 Pro;Celulares;7;2368;16576;0;16576;Norte;Marketplace;Em trânsito;RO;970,88;6796,16;9779,84;0,59;92;Masculino;50+;99;24;Correios;Voucher;5
547;44689;Realme Note 50;Celulares;8;1478;11824;0,05;11232,8;Sul;Marketplace;Em trânsito;SC;857,24;6857,92;4374,88;0,389473684;82;Feminino;50+;143;17;Correios;Cartão de Crédito;1
552;43272;Xiaomi Pad 5;Celulares;9;3189;28701;0,05;27265,95;Norte;Online;Cancelado;TO;1371,27;12341,43;14924,52;0,547368421;20;Feminino;18-29;58;0;TransFrete;PIX;3
557;45050;OnePlus 12;Celulares;8;3074;24592;0,05;23362,4;Norte;Loja Física;Entregue;RO;1414,04;11312,32;12050,08;0,515789474;88;Masculino;50+;40;2;TransFrete;Cartão de Crédito;5
559;44797;iPhone 16 Pro Max;Celulares;4;4813;19252;0;19252;Nordeste;Marketplace;Cancelado;SE;2887,8;11551,2;7700,8;0,4;68;Não Informado;50+;162;0;TransFrete;Boleto;5
579;45836;Samsung Galaxy A56 5G;Celulares;10;2538;25380;0,15;21573;Centro-Oeste;Online;Entregue;DF;1243,62;12436,2;9136,8;0,423529412;95;Masculino;50+;106;2;LogTech Express;PIX;1
594;45084;iPhone 16 Pro Max;Celulares;6;4173;25038;0,15;21282,3;Nordeste;Marketplace;Cancelado;BA;2921,1;17526,6;3755,7;0,176470588;23;Masculino;18-29;39;0;LogTech Express;Voucher;2
598;45330;Samsung Galaxy Z Flip 6;Celulares;9;2332;20988;0;20988;Nordeste;Marketplace;Entregue;PB;1329,24;11963,16;9024,84;0,43;61;Não Informado;50+;163;8;LogTech Express;PIX;2
609;44567;Samsung Galaxy S25 FE;Celulares;7;4242;29694;0,15;25239,9;Centro-Oeste;Loja Física;Entregue;DF;2121;14847;10392,9;0,411764706;79;Feminino;50+;160;19;Correios;Cartão de Crédito;1
613;45091;Samsung Galaxy A15;Celulares;9;1840;16560;0;16560;Centro-Oeste;Loja Física;Entregue;GO;754,4;6789,6;9770,4;0,59;53;Masculino;50+;128;24;TransFrete;PIX;1
616;44406;Sony Xperia 1 VI;Celulares;6;4666;27996;0,05;26596,2;Norte;Marketplace;Entregue;AM;2659,62;15957,72;10638,48;0,4;62;Feminino;50+;98;20;Correios;Cartão de Crédito;4
625;43003;Samsung Galaxy A15;Celulares;8;4678;37424;0;37424;Nordeste;Online;Entregue;RN;2385,78;19086,24;18337,76;0,49;23;Feminino;18-29;54;20;Correios;Cartão de Crédito;1
632;44580;POCO M5 Pro;Celulares;7;2058;14406;0,1;12965,4;Nordeste;Loja Física;Entregue;AL;905,52;6338,64;6626,76;0,511111111;89;Não Informado;50+;59;9;Correios;Boleto;1
633;43924;Xiaomi Pad 5;Celulares;9;2486;22374;0,05;21255,3;Sudeste;Marketplace;Entregue;SP;1615,9;14543,1;6712,2;0,315789474;20;Masculino;18-29;17;24;Correios;Boleto;2
635;43870;Sony Xperia 1 VI;Celulares;3;4717;14151;0,15;12028,35;Nordeste;Online;Entregue;PI;2264,16;6792,48;5235,87;0,435294118;94;Masculino;50+;107;21;Correios;Voucher;5
649;44618;Realme 13 Pro+;Celulares;10;4073;40730;0,15;34620,5;Norte;Marketplace;Entregue;AC;1914,31;19143,1;15477,4;0,447058824;33;Feminino;30-49;122;2;TransFrete;Boleto;4
650;45350;POCO M6 Pro;Celulares;7;2568;17976;0,15;15279,6;Norte;Marketplace;Cancelado;RR;1206,96;8448,72;6830,88;0,447058824;58;Feminino;50+;103;0;LogTech Express;Cartão de Crédito;4
660;44492;iPhone 14 Pro;Celulares;4;3071;12284;0,15;10441,4;Norte;Marketplace;Entregue;PA;1381,95;5527,8;4913,6;0,470588235;89;Masculino;50+;135;12;LogTech Express;PIX;4
663;45331;iPhone 15 Plus;Celulares;5;4987;24935;0,05;23688,25;Norte;Marketplace;Entregue;TO;3291,42;16457,1;7231,15;0,305263158;64;Não Informado;50+;122;17;Correios;Voucher;5
684;42805;Asus ROG Phone 9;Celulares;3;4109;12327;0,15;10477,95;Sul;Online;Entregue;SC;2054,5;6163,5;4314,45;0,411764706;39;Não Informado;30-49;139;3;TransFrete;Cartão de Crédito;1
685;42759;iPhone 15 Pro;Celulares;4;3527;14108;0,1;12697,2;Nordeste;Marketplace;Entregue;BA;1587,15;6348,6;6348,6;0,5;36;Feminino;30-49;28;16;TransFrete;Voucher;2
711;43239;iPhone 15 Pro;Celulares;7;1728;12096;0,15;10281,6;Norte;Online;Entregue;AM;1105,92;7741,44;2540,16;0,247058824;31;Feminino;30-49;57;14;TransFrete;Cartão de Crédito;2
712;44566;POCO M5 Pro;Celulares;9;1713;15417;0,15;13104,45;Sudeste;Online;Entregue;RJ;856,5;7708,5;5395,95;0,411764706;83;Feminino;50+;120;13;Correios;Boleto;4
714;44555;OnePlus 13R;Celulares;4;2861;11444;0,05;10871,8;Centro-Oeste;Online;Em trânsito;DF;1544,94;6179,76;4692,04;0,431578947;72;Feminino;50+;120;20;Correios;Voucher;5
723;44434;Samsung Galaxy A56 5G;Celulares;5;4252;21260;0;21260;Nordeste;Marketplace;Entregue;BA;2891,36;14456,8;6803,2;0,32;72;Masculino;50+;30;20;TransFrete;PIX;5
726;43560;iPhone 13 128GB;Celulares;7;2237;15659;0;15659;Nordeste;Marketplace;Em trânsito;PE;1006,65;7046,55;8612,45;0,55;34;Não Informado;30-49;99;6;LogTech Express;PIX;5
728;45233;iPhone SE 4;Celulares;10;3362;33620;0,15;28577;Norte;Marketplace;Em trânsito;AP;1512,9;15129;13448;0,470588235;26;Masculino;18-29;147;14;Correios;Cartão de Crédito;3
746;45491;iPhone SE 4;Celulares;5;4613;23065;0;23065;Nordeste;Loja Física;Cancelado;PI;2537,15;12685,75;10379,25;0,45;53;Não Informado;50+;126;0;TransFrete;PIX;1
772;45892;Infinix Hot 40i;Celulares;6;3064;18384;0,1;16545,6;Nordeste;Loja Física;Em trânsito;BA;1532;9192;7353,6;0,444444444;26;Masculino;18-29;116;4;TransFrete;Voucher;4
773;43451;iPhone 16 Pro Max;Celulares;7;4898;34286;0,15;29143,1;Norte;Marketplace;Em trânsito;AM;2106,14;14742,98;14400,12;0,494117647;18;Masculino;18-29;42;14;LogTech Express;Boleto;2
776;44742;OnePlus 13R;Celulares;9;1124;10116;0;10116;Sudeste;Online;Cancelado;SP;741,84;6676,56;3439,44;0,34;29;Masculino;18-29;97;0;Correios;PIX;1
777;45862;iPhone 15 Pro;Celulares;5;3169;15845;0,05;15052,75;Norte;Marketplace;Entregue;RR;1584,5;7922,5;7130,25;0,473684211;70;Masculino;50+;77;7;TransFrete;Cartão de Crédito;3
791;44257;Sony Xperia 1 VI;Celulares;7;4535;31745;0,1;28570,5;Nordeste;Online;Em trânsito;BA;2358,2;16507,4;12063,1;0,422222222;50;Masculino;50+;121;7;TransFrete;Cartão de Crédito;2
798;44500;Samsung Galaxy A35;Celulares;8;4364;34912;0,15;29675,2;Nordeste;Loja Física;Entregue;CE;1745,6;13964,8;15710,4;0,529411765;23;Não Informado;18-29;28;24;Correios;Voucher;5
805;44522;Samsung Galaxy M35;Celulares;5;2075;10375;0;10375;Nordeste;Loja Física;Entregue;PE;1328;6640;3735;0,36;80;Feminino;50+;34;7;LogTech Express;Boleto;2
812;44673;iPhone SE 4;Celulares;7;4250;29750;0;29750;Nordeste;Marketplace;Cancelado;AL;2507,5;17552,5;12197,5;0,41;59;Não Informado;50+;152;0;Correios;Boleto;2
813;45389;iPhone SE 4;Celulares;6;3397;20382;0,15;17324,7;Norte;Loja Física;Em trânsito;AM;1358,8;8152,8;9171,9;0,529411765;41;Masculino;30-49;121;19;TransFrete;Voucher;3
815;44549;iPhone 15 Pro Max;Celulares;6;4975;29850;0,1;26865;Nordeste;Loja Física;Em trânsito;MA;3482,5;20895;5970;0,222222222;79;Masculino;50+;96;7;Correios;Voucher;5
821;44572;Xiaomi Pad 5;Celulares;5;3276;16380;0,15;13923;Norte;Loja Física;Entregue;AP;1769,04;8845,2;5077,8;0,364705882;34;Não Informado;30-49;90;14;LogTech Express;Cartão de Crédito;3
825;43172;Realme C67;Celulares;8;2145;17160;0,15;14586;Nordeste;Online;Em trânsito;PB;965,25;7722;6864;0,470588235;67;Feminino;50+;120;19;TransFrete;Cartão de Crédito;5
831;44787;Xiaomi POCO X6 Neo;Celulares;7;3241;22687;0,05;21552,65;Centro-Oeste;Marketplace;Em trânsito;GO;1685,32;11797,24;9755,41;0,452631579;64;Feminino;50+;74;15;Correios;Cartão de Crédito;3
833;44264;Xiaomi POCO X7 Pro;Celulares;9;1574;14166;0;14166;Centro-Oeste;Loja Física;Em trânsito;DF;865,7;7791,3;6374,7;0,45;91;Feminino;50+;69;2;TransFrete;PIX;4
837;45815;iPhone SE 4;Celulares;5;4344;21720;0;21720;Sul;Online;Em trânsito;RS;1998,24;9991,2;11728,8;0,54;51;Masculino;50+;152;18;TransFrete;Cartão de Crédito;3
838;42876;Google Pixel 11 Pro;Celulares;8;2898;23184;0,15;19706,4;Nordeste;Online;Cancelado;PI;1362,06;10896,48;8809,92;0,447058824;68;Não Informado;50+;167;0;Correios;Boleto;1
847;44837;Samsung Galaxy A15;Celulares;4;4050;16200;0,05;15390;Nordeste;Online;Cancelado;CE;2511;10044;5346;0,347368421;70;Feminino;50+;165;0;Correios;PIX;4
849;45311;Realme C67;Celulares;9;1121;10089;0;10089;Sul;Online;Entregue;RS;459,61;4136,49;5952,51;0,59;54;Não Informado;50+;56;7;Correios;Voucher;3
850;43088;Realme 13 Pro+;Celulares;8;1481;11848;0,15;10070,8;Sudeste;Loja Física;Cancelado;ES;962,65;7701,2;2369,6;0,235294118;93;Feminino;50+;60;0;LogTech Express;Boleto;5
855;44108;OnePlus 13R;Celulares;7;2129;14903;0,05;14157,85;Sudeste;Online;Em trânsito;RJ;872,89;6110,23;8047,62;0,568421053;35;Masculino;30-49;16;8;TransFrete;Voucher;2
870;44328;iPhone 15 Pro Max;Celulares;6;1914;11484;0,05;10909,8;Nordeste;Online;Entregue;PI;1320,66;7923,96;2985,84;0,273684211;63;Não Informado;50+;88;24;Correios;Cartão de Crédito;2
873;45653;Vivo V40;Celulares;10;1464;14640;0,05;13908;Norte;Online;Em trânsito;TO;614,88;6148,8;7759,2;0,557894737;42;Feminino;30-49;90;14;LogTech Express;PIX;5
877;44091;iPhone 16 Pro Max;Celulares;3;3787;11361;0,05;10792,95;Norte;Loja Física;Cancelado;RO;1552,67;4658,01;6134,94;0,568421053;26;Masculino;18-29;53;0;Correios;Cartão de Crédito;5
878;43492;Samsung Galaxy S23 FE;Celulares;5;4623;23115;0,15;19647,75;Norte;Loja Física;Entregue;PA;2958,72;14793,6;4854,15;0,247058824;43;Feminino;30-49;85;21;TransFrete;PIX;1
886;42736;Samsung Galaxy S25 FE;Celulares;6;4352;26112;0,05;24806,4;Norte;Marketplace;Cancelado;AM;2437,12;14622,72;10183,68;0,410526316;44;Masculino;30-49;57;0;LogTech Express;Cartão de Crédito;4
904;44901;iPhone SE 4;Celulares;10;2900;29000;0,05;27550;Norte;Marketplace;Entregue;RR;1160;11600;15950;0,578947368;20;Não Informado;18-29;22;10;TransFrete;Cartão de Crédito;5
910;44238;Samsung Galaxy M35;Celulares;8;1683;13464;0,15;11444,4;Nordeste;Online;Cancelado;AL;706,86;5654,88;5789,52;0,505882353;20;Não Informado;18-29;126;0;TransFrete;Voucher;3
927;44432;Nokia G22;Celulares;7;1891;13237;0,15;11251,45;Nordeste;Loja Física;Em trânsito;PI;1172,42;8206,94;3044,51;0,270588235;83;Feminino;50+;177;9;TransFrete;Cartão de Crédito;3
931;44933;Xiaomi Redmi Note 13;Celulares;6;4922;29532;0,15;25102,2;Norte;Loja Física;Entregue;TO;2953,2;17719,2;7383;0,294117647;60;Não Informado;50+;62;3;TransFrete;Cartão de Crédito;2
935;44588;Samsung Galaxy S24;Celulares;8;4293;34344;0;34344;Centro-Oeste;Marketplace;Cancelado;GO;2489,94;19919,52;14424,48;0,42;60;Masculino;50+;59;0;TransFrete;Boleto;4
940;45730;Motorola Moto G54;Celulares;10;2670;26700;0;26700;Sudeste;Online;Entregue;SP;1441,8;14418;12282;0,46;40;Feminino;30-49;28;13;LogTech Express;Cartão de Crédito;4
941;44079;Sony Xperia 1 VI;Celulares;4;4487;17948;0,05;17050,6;Nordeste;Online;Entregue;PE;2602,46;10409,84;6640,76;0,389473684;51;Masculino;50+;133;18;LogTech Express;Voucher;3
949;43526;Samsung Galaxy A07;Celulares;10;3707;37070;0,05;35216,5;Centro-Oeste;Loja Física;Entregue;MT;2150,06;21500,6;13715,9;0,389473684;72;Não Informado;50+;114;24;TransFrete;Voucher;1
950;42979;Samsung Galaxy Z Fold 6;Celulares;4;3234;12936;0,1;11642,4;Nordeste;Loja Física;Entregue;SE;2005,08;8020,32;3622,08;0,311111111;70;Não Informado;50+;135;5;Correios;PIX;2
