ID_Pedido ; Data ; Produto ; Categoria ; Quantidade ; Preco_Unitario ; Receita_Bruta ; Desconto ; Receita_Liquida ; Regiao ; Canal_Venda ; Status_Entrega ; Estado_UF ; Custo_Unitario ; Custo_Total ; Lucro_Liquido ; Margem_Lucro_Porcentagem ; Idade_Cliente ; Genero_Cliente ; Faixa_Etaria ; Valor_Frete ; Dias_Entrega ; Transportadora ; Meio_Pagamento ; Avaliacao_Cliente
236;44678;Panela de Pressao Eletrica Mondial 5L;Eletrodomésticos & TV;6;2728;16368;0,05;15549,6;Sudeste;Loja Física;Entregue;SP;1773,2;10639,2;4910,4;0,315789474;95;Masculino;50+;81;23;TransFrete;PIX;4
254;45735;Fechadura Digital Yale YRD 256;Eletrodomésticos & TV;9;1862;16758;0;16758;Nordeste;Online;Cancelado;PB;782,04;7038,36;9719,64;0,58;24;Feminino;18-29;122;0;Correios;PIX;3
263;44152;Robo Aspirador de Po Xiaomi Robot Vacuum E10;Eletrodomésticos & TV;6;2296;13776;0,1;12398,4;Centro-Oeste;Loja Física;Entregue;MT;1469,44;8816,64;3581,76;0,288888889;25;Feminino;18-29;122;8;TransFrete;PIX;1
272;43935;Fone Edifier W820NB Plus;Acessórios;8;2235;17880;0,15;15198;Norte;Marketplace;Em trânsito;RO;916,35;7330,8;7867,2;0,517647059;43;Não Informado;30-49;104;11;TransFrete;PIX;2
282;45028;Base Cooler para Notebook Multilaser;Acessórios;7;3958;27706;0,1;24935,4;Nordeste;Loja Física;Cancelado;AL;1701,94;11913,58;13021,82;0,522222222;91;Não Informado;50+;112;0;LogTech Express;PIX;3
293;45578;Processador Intel Core i5-14400F;Computadores;6;4086;24516;0,05;23290,2;Sul;Online;Em trânsito;RS;2860,2;17161,2;6129;0,263157895;82;Não Informado;50+;96;5;TransFrete;PIX;5
298;44318;Smart TV LG OLED 55 B4;Eletrodomésticos & TV;8;796;6368;0,1;5731,2;Nordeste;Marketplace;Entregue;BA;477,6;3820,8;1910,4;0,333333333;57;Não Informado;50+;158;17;TransFrete;PIX;2
304;45676;Nothing Phone (2a);Celulares;6;3323;19938;0;19938;Norte;Online;Entregue;AP;2126,72;12760,32;7177,68;0,36;60;Masculino;50+;75;12;TransFrete;PIX;3
305;45742;iPhone 14 128GB;Celulares;6;929;5574;0,15;4737,9;Sudeste;Loja Física;Em trânsito;SP;464,5;2787;1950,9;0,411764706;54;Masculino;50+;90;21;Correios;PIX;3
317;44010;Smartwatch Samsung Galaxy Watch 7;Eletrodomésticos & TV;9;3093;27837;0;27837;Centro-Oeste;Online;Entregue;MT;2072,31;18650,79;9186,21;0,33;32;Feminino;30-49;160;22;TransFrete;PIX;3
325;43371;Samsung Galaxy Tab A9+;Computadores;7;4986;34902;0;34902;Sudeste;Marketplace;Entregue;SP;2343,42;16403,94;18498,06;0,53;32;Feminino;30-49;116;20;LogTech Express;PIX;3
335;44034;Carregador Portatil Baseus Power Bank 30000mAh;Acessórios;5;1186;5930;0,05;5633,5;Norte;Loja Física;Entregue;RO;498,12;2490,6;3142,9;0,557894737;28;Masculino;18-29;96;2;LogTech Express;PIX;4
337;43046;Xiaomi Redmi Note 14 Pro;Celulares;5;1428;7140;0,05;6783;Nordeste;Online;Cancelado;PI;685,44;3427,2;3355,8;0,494736842;18;Feminino;18-29;168;0;LogTech Express;PIX;5
344;45126;Console Nintendo Switch OLED;Eletrodomésticos & TV;7;885;6195;0,15;5265,75;Centro-Oeste;Loja Física;Em trânsito;MT;407,1;2849,7;2416,05;0,458823529;39;Masculino;30-49;45;10;TransFrete;PIX;1
346;45756;Smartwatch Amazfit Bip 5;Eletrodomésticos & TV;8;4837;38696;0,15;32891,6;Nordeste;Marketplace;Em trânsito;AL;3144,05;25152,4;7739,2;0,235294118;64;Feminino;50+;141;9;Correios;PIX;2
361;43784;Motorola Moto G34;Celulares;10;3662;36620;0,15;31127;Centro-Oeste;Marketplace;Cancelado;MS;1904,24;19042,4;12084,6;0,388235294;39;Não Informado;30-49;31;0;LogTech Express;PIX;3
374;44893;Liquidificador Philips Walita ProBlend 6;Eletrodomésticos & TV;6;216;1296;0,15;1101,6;Sul;Online;Entregue;RS;140,4;842,4;259,2;0,235294118;32;Masculino;30-49;63;7;TransFrete;PIX;3
378;43616;iPhone SE 4;Celulares;6;518;3108;0,1;2797,2;Norte;Marketplace;Entregue;RR;279,72;1678,32;1118,88;0,4;77;Masculino;50+;138;14;LogTech Express;PIX;1
379;43895;Repetidor de Sinal Wi-Fi Xiaomi Pro;Eletrodomésticos & TV;7;4293;30051;0,15;25543,35;Sudeste;Marketplace;Entregue;ES;2189,43;15326,01;10217,34;0,4;26;Não Informado;18-29;15;20;TransFrete;PIX;5
387;42752;Vivo V40;Celulares;6;1639;9834;0,15;8358,9;Nordeste;Online;Entregue;PE;803,11;4818,66;3540,24;0,423529412;83;Feminino;50+;110;3;LogTech Express;PIX;3
390;45870;Console Asus ROG Ally X;Eletrodomésticos & TV;5;3220;16100;0,1;14490;Nordeste;Marketplace;Cancelado;BA;2093;10465;4025;0,277777778;66;Não Informado;50+;101;0;TransFrete;PIX;5
398;45070;Mini Projetor Portatil Samsung The Freestyle;Eletrodomésticos & TV;7;3109;21763;0,05;20674,85;Centro-Oeste;Online;Em trânsito;MS;1616,68;11316,76;9358,09;0,452631579;42;Masculino;30-49;180;12;TransFrete;PIX;2
400;42899;OnePlus 13R;Celulares;9;4693;42237;0,1;38013,3;Centro-Oeste;Loja Física;Entregue;DF;3191,24;28721,16;9292,14;0,244444444;78;Feminino;50+;16;9;Correios;PIX;5
401;44049;Notebook HP ProBook 440;Computadores;5;2184;10920;0;10920;Nordeste;Loja Física;Cancelado;CE;1485,12;7425,6;3494,4;0,32;68;Masculino;50+;16;0;LogTech Express;PIX;1
403;45772;Fone Xiaomi Redmi Buds 5 Pro;Acessórios;9;1304;11736;0,15;9975,6;Nordeste;Loja Física;Entregue;AL;808,48;7276,32;2699,28;0,270588235;85;Masculino;50+;117;11;TransFrete;PIX;5
426;44843;Controle PS5 DualSense;Eletrodomésticos & TV;6;2704;16224;0,1;14601,6;Norte;Loja Física;Cancelado;RO;1297,92;7787,52;6814,08;0,466666667;55;Não Informado;50+;86;0;Correios;PIX;3
428;43395;Amazon Fire TV Stick Lite;Eletrodomésticos & TV;6;2292;13752;0,05;13064,4;Sul;Marketplace;Cancelado;SC;1283,52;7701,12;5363,28;0,410526316;52;Masculino;50+;132;0;LogTech Express;PIX;4
432;45197;Notebook ASUS Zenbook 14 OLED;Computadores;5;4505;22525;0,1;20272,5;Nordeste;Loja Física;Entregue;RN;2162,4;10812;9460,5;0,466666667;48;Masculino;30-49;79;24;LogTech Express;PIX;1
435;42925;OnePlus 13R;Celulares;9;4425;39825;0,1;35842,5;Norte;Online;Entregue;AP;2566,5;23098,5;12744;0,355555556;26;Não Informado;18-29;66;7;LogTech Express;PIX;1
438;44539;Xiaomi Redmi Note 13;Celulares;10;3993;39930;0,1;35937;Nordeste;Loja Física;Entregue;RN;2076,36;20763,6;15173,4;0,422222222;84;Não Informado;50+;82;6;TransFrete;PIX;5
452;43983;SSD Kingston NV2 2TB;Computadores;6;4153;24918;0;24918;Nordeste;Marketplace;Entregue;RN;2034,97;12209,82;12708,18;0,51;86;Feminino;50+;32;12;TransFrete;PIX;2
471;45266;iPhone 16 Pro Max;Celulares;9;1050;9450;0;9450;Sudeste;Loja Física;Em trânsito;MG;514,5;4630,5;4819,5;0,51;54;Masculino;50+;146;6;Correios;PIX;5
474;44776;Vivo V40;Celulares;9;4733;42597;0,1;38337,3;Sudeste;Loja Física;Em trânsito;RJ;1987,86;17890,74;20446,56;0,533333333;88;Masculino;50+;96;6;LogTech Express;PIX;5
483;42973;Smart TV Samsung Neo QLED 65;Eletrodomésticos & TV;9;3872;34848;0;34848;Nordeste;Marketplace;Cancelado;MA;1936;17424;17424;0,5;70;Masculino;50+;125;0;TransFrete;PIX;1
491;45024;iPad Air M2;Computadores;7;2731;19117;0;19117;Sul;Marketplace;Cancelado;RS;1884,39;13190,73;5926,27;0,31;39;Feminino;30-49;51;0;Correios;PIX;5
496;43144;Samsung Galaxy S26 Ultra;Celulares;6;4314;25884;0,15;22001,4;Nordeste;Marketplace;Entregue;PE;2329,56;13977,36;8024,04;0,364705882;60;Não Informado;50+;149;24;Correios;PIX;3
497;43075;Fone Bluetooth JBL Wave Flex;Acessórios;6;1462;8772;0,05;8333,4;Norte;Online;Cancelado;AC;964,92;5789,52;2543,88;0,305263158;79;Masculino;50+;100;0;LogTech Express;PIX;5
510;45085;Headphone Sony WH-1000XM5;Acessórios;9;424;3816;0;3816;Nordeste;Loja Física;Entregue;BA;275,6;2480,4;1335,6;0,35;80;Masculino;50+;71;20;LogTech Express;PIX;2
515;44417;Controle Xbox Wireless Carbon Black;Eletrodomésticos & TV;10;3690;36900;0,1;33210;Nordeste;Online;Entregue;RN;1697,4;16974;16236;0,488888889;38;Não Informado;30-49;71;6;TransFrete;PIX;3
524;45598;Echo Pop com Alexa;Eletrodomésticos & TV;7;4014;28098;0,15;23883,3;Nordeste;Online;Entregue;RN;2247,84;15734,88;8148,42;0,341176471;44;Feminino;30-49;102;14;TransFrete;PIX;4
525;44790;Apple AirPods 3;Acessórios;5;3459;17295;0,1;15565,5;Norte;Loja Física;Cancelado;AP;2421,3;12106,5;3459;0,222222222;31;Feminino;30-49;84;0;LogTech Express;PIX;1
526;45943;Smart TV LG NanoCell 65;Eletrodomésticos & TV;5;2107;10535;0,05;10008,25;Nordeste;Marketplace;Entregue;CE;1116,71;5583,55;4424,7;0,442105263;19;Feminino;18-29;176;14;LogTech Express;PIX;4
529;43064;Samsung Galaxy A15;Celulares;7;2021;14147;0,1;12732,3;Norte;Loja Física;Entregue;AP;949,87;6649,09;6083,21;0,477777778;33;Não Informado;30-49;58;19;TransFrete;PIX;1
530;44622;Apple TV 4K 64GB;Eletrodomésticos & TV;6;3250;19500;0;19500;Norte;Online;Entregue;AM;1820;10920;8580;0,44;41;Não Informado;30-49;106;19;LogTech Express;PIX;3
531;45346;Samsung Galaxy Tab A9+;Computadores;5;4728;23640;0,15;20094;Norte;Marketplace;Em trânsito;RO;2033,04;10165,2;9928,8;0,494117647;35;Masculino;30-49;42;3;LogTech Express;PIX;4
533;44038;Tablet Lenovo Tab P12;Computadores;9;3660;32940;0,05;31293;Nordeste;Online;Entregue;BA;2086,2;18775,8;12517,2;0,4;60;Feminino;50+;71;23;TransFrete;PIX;4
543;45822;Console PlayStation 5 Slim;Eletrodomésticos & TV;8;2249;17992;0,05;17092,4;Nordeste;Online;Cancelado;BA;922,09;7376,72;9715,68;0,568421053;38;Masculino;30-49;78;0;LogTech Express;PIX;5
545;45669;Tablet Lenovo Tab P12;Computadores;8;4382;35056;0,1;31550,4;Sul;Marketplace;Entregue;PR;1971,9;15775,2;15775,2;0,5;48;Não Informado;30-49;74;19;Correios;PIX;3
549;45189;iPhone 15 Plus;Celulares;10;349;3490;0;3490;Sudeste;Loja Física;Em trânsito;ES;174,5;1745;1745;0,5;44;Masculino;30-49;106;4;TransFrete;PIX;5
552;43272;Xiaomi Pad 5;Celulares;9;3189;28701;0,05;27265,95;Norte;Online;Cancelado;TO;1371,27;12341,43;14924,52;0,547368421;20;Feminino;18-29;58;0;TransFrete;PIX;3
554;45774;Placa de Video RTX 4070 Super;Computadores;10;4601;46010;0,15;39108,5;Nordeste;Marketplace;Cancelado;PB;2438,53;24385,3;14723,2;0,376470588;86;Não Informado;50+;113;0;LogTech Express;PIX;5
563;44132;Home Theater JBL Bar 500;Eletrodomésticos & TV;5;4047;20235;0,05;19223,25;Centro-Oeste;Online;Entregue;MS;2347,26;11736,3;7486,95;0,389473684;18;Feminino;18-29;88;9;TransFrete;PIX;1
575;44505;Placa de Video RTX 4060 Ti;Computadores;8;3938;31504;0;31504;Nordeste;Marketplace;Em trânsito;PI;1772,1;14176,8;17327,2;0,55;56;Masculino;50+;171;24;Correios;PIX;5
579;45836;Samsung Galaxy A56 5G;Celulares;10;2538;25380;0,15;21573;Centro-Oeste;Online;Entregue;DF;1243,62;12436,2;9136,8;0,423529412;95;Masculino;50+;106;2;LogTech Express;PIX;1
589;44771;Fone Baseus Bowie Bowie WM02;Acessórios;6;2848;17088;0,15;14524,8;Norte;Loja Física;Entregue;PA;1509,44;9056,64;5468,16;0,376470588;42;Feminino;30-49;134;12;LogTech Express;PIX;5
595;42919;Fechadura Eletronica de Embutir Papaiz;Eletrodomésticos & TV;10;2844;28440;0;28440;Norte;Online;Entregue;PA;1251,36;12513,6;15926,4;0,56;64;Masculino;50+;172;4;LogTech Express;PIX;5
596;44873;SSD Crucial T500 2TB;Computadores;9;2910;26190;0,1;23571;Sudeste;Loja Física;Cancelado;MG;1978,8;17809,2;5761,8;0,244444444;83;Masculino;50+;58;0;TransFrete;PIX;1
598;45330;Samsung Galaxy Z Flip 6;Celulares;9;2332;20988;0;20988;Nordeste;Marketplace;Entregue;PB;1329,24;11963,16;9024,84;0,43;61;Não Informado;50+;163;8;LogTech Express;PIX;2
613;45091;Samsung Galaxy A15;Celulares;9;1840;16560;0;16560;Centro-Oeste;Loja Física;Entregue;GO;754,4;6789,6;9770,4;0,59;53;Masculino;50+;128;24;TransFrete;PIX;1
627;45991;Caixa de Som JBL Boombox 3;Eletrodomésticos & TV;5;3652;18260;0,05;17347;Centro-Oeste;Marketplace;Cancelado;GO;2300,76;11503,8;5843,2;0,336842105;23;Não Informado;18-29;37;0;LogTech Express;PIX;3
629;45985;Notebook Gamer Dell G15;Computadores;10;4262;42620;0;42620;Norte;Marketplace;Em trânsito;AP;2983,4;29834;12786;0,3;19;Feminino;18-29;75;24;Correios;PIX;2
648;45830;Smart TV TCL QLED 55;Eletrodomésticos & TV;8;1696;13568;0;13568;Norte;Loja Física;Em trânsito;TO;831,04;6648,32;6919,68;0,51;37;Não Informado;30-49;114;3;TransFrete;PIX;5
652;45644;Robo Aspirador de Po Liectroux XR500;Eletrodomésticos & TV;6;3990;23940;0;23940;Norte;Online;Cancelado;AM;1715,7;10294,2;13645,8;0,57;60;Feminino;50+;44;0;Correios;PIX;1
654;45214;Samsung Galaxy Z Flip 5;Celulares;6;801;4806;0;4806;Nordeste;Online;Cancelado;PE;544,68;3268,08;1537,92;0,32;42;Feminino;30-49;46;0;Correios;PIX;2
655;44594;Samsung Galaxy A07;Celulares;5;1487;7435;0,05;7063,25;Nordeste;Loja Física;Cancelado;BA;817,85;4089,25;2974;0,421052632;31;Não Informado;30-49;124;0;Correios;PIX;2
659;43338;Notebook ASUS Zenbook 14 OLED;Computadores;5;935;4675;0;4675;Norte;Online;Cancelado;TO;495,55;2477,75;2197,25;0,47;27;Feminino;18-29;44;0;LogTech Express;PIX;4
675;45353;Robo Aspirador de Po Xiaomi Robot Vacuum E10;Eletrodomésticos & TV;7;2763;19341;0,05;18373,95;Norte;Online;Cancelado;TO;1713,06;11991,42;6382,53;0,347368421;95;Não Informado;50+;91;0;LogTech Express;PIX;3
680;44003;Camera de Seguranca Intelbras IM3;Eletrodomésticos & TV;9;2461;22149;0,05;21041,55;Centro-Oeste;Marketplace;Entregue;MS;1156,67;10410,03;10631,52;0,505263158;64;Feminino;50+;145;9;TransFrete;PIX;4
703;45423;Headset Gamer Corsair HS55;Acessórios;8;2065;16520;0,15;14042;Nordeste;Loja Física;Entregue;BA;1362,9;10903,2;3138,8;0,223529412;35;Masculino;30-49;129;23;TransFrete;PIX;2
718;43474;Amazon Fire TV Stick 4K;Eletrodomésticos & TV;7;1196;8372;0;8372;Sudeste;Loja Física;Entregue;SP;741,52;5190,64;3181,36;0,38;71;Não Informado;50+;20;16;LogTech Express;PIX;4
723;44434;Samsung Galaxy A56 5G;Celulares;5;4252;21260;0;21260;Nordeste;Marketplace;Entregue;BA;2891,36;14456,8;6803,2;0,32;72;Masculino;50+;30;20;TransFrete;PIX;5
725;44104;Amazon Fire TV Stick Lite;Eletrodomésticos & TV;7;1528;10696;0,05;10161,2;Norte;Online;Entregue;RO;1069,6;7487,2;2674;0,263157895;46;Feminino;30-49;173;14;TransFrete;PIX;3
726;43560;iPhone 13 128GB;Celulares;7;2237;15659;0;15659;Nordeste;Marketplace;Em trânsito;PE;1006,65;7046,55;8612,45;0,55;34;Não Informado;30-49;99;6;LogTech Express;PIX;5
732;43299;Notebook Lenovo ThinkPad E14;Computadores;8;3374;26992;0,1;24292,8;Sudeste;Loja Física;Cancelado;MG;1855,7;14845,6;9447,2;0,388888889;93;Feminino;50+;126;0;LogTech Express;PIX;1
738;43258;Motorola Edge 50 Neo;Celulares;6;1651;9906;0,05;9410,7;Norte;Online;Em trânsito;AC;858,52;5151,12;4259,58;0,452631579;85;Masculino;50+;80;23;Correios;PIX;2
745;44745;Headset Gamer Razer BlackShark V2 X;Acessórios;8;3344;26752;0,15;22739,2;Sudeste;Marketplace;Cancelado;RJ;1404,48;11235,84;11503,36;0,505882353;71;Feminino;50+;20;0;Correios;PIX;1
746;45491;iPhone SE 4;Celulares;5;4613;23065;0;23065;Nordeste;Loja Física;Cancelado;PI;2537,15;12685,75;10379,25;0,45;53;Não Informado;50+;126;0;TransFrete;PIX;1
747;45788;SSD Crucial T500 4TB;Computadores;8;4659;37272;0,05;35408,4;Norte;Marketplace;Entregue;AP;2795,4;22363,2;13045,2;0,368421053;79;Feminino;50+;168;20;Correios;PIX;2
749;45387;Base Cooler para Notebook Multilaser;Acessórios;8;2794;22352;0,1;20116,8;Norte;Loja Física;Entregue;RR;1536,7;12293,6;7823,2;0,388888889;38;Masculino;30-49;32;17;TransFrete;PIX;3
753;44147;Infinix Note 40 Pro;Celulares;5;2181;10905;0,15;9269,25;Nordeste;Loja Física;Entregue;SE;1155,93;5779,65;3489,6;0,376470588;33;Feminino;30-49;156;17;Correios;PIX;3
769;45954;Realme Note 50;Celulares;5;1092;5460;0,15;4641;Centro-Oeste;Marketplace;Cancelado;MS;578,76;2893,8;1747,2;0,376470588;53;Masculino;50+;76;0;Correios;PIX;5
776;44742;OnePlus 13R;Celulares;9;1124;10116;0;10116;Sudeste;Online;Cancelado;SP;741,84;6676,56;3439,44;0,34;29;Masculino;18-29;97;0;Correios;PIX;1
778;43296;Base Cooler para Notebook Multilaser;Acessórios;9;4985;44865;0,15;38135,25;Nordeste;Online;Entregue;PB;2592,2;23329,8;14805,45;0,388235294;85;Masculino;50+;155;3;Correios;PIX;5
781;42872;Smart TV Samsung Crystal UHD 50;Eletrodomésticos & TV;8;3338;26704;0,1;24033,6;Centro-Oeste;Loja Física;Entregue;MT;1702,38;13619,04;10414,56;0,433333333;37;Masculino;30-49;137;20;TransFrete;PIX;5
784;43458;Pilha Recarregavel Duracell AAA;Eletrodomésticos & TV;6;4749;28494;0,15;24219,9;Nordeste;Marketplace;Em trânsito;PE;2469,48;14816,88;9403,02;0,388235294;84;Não Informado;50+;114;16;Correios;PIX;1
786;44188;Fone Haylou GT7 Neo;Acessórios;9;1140;10260;0,05;9747;Centro-Oeste;Marketplace;Em trânsito;DF;661,2;5950,8;3796,2;0,389473684;48;Feminino;30-49;154;18;Correios;PIX;3
787;45424;Roku Express HD;Eletrodomésticos & TV;9;4801;43209;0,05;41048,55;Nordeste;Marketplace;Entregue;PE;2160,45;19444,05;21604,5;0,526315789;89;Masculino;50+;175;4;LogTech Express;PIX;1
794;44347;Cabo Lightning Baseus;Acessórios;8;4700;37600;0;37600;Nordeste;Loja Física;Em trânsito;AL;2256;18048;19552;0,52;75;Não Informado;50+;61;10;Correios;PIX;4
796;45193;Cabo Lightning Baseus;Acessórios;9;89;801;0,1;720,9;Norte;Online;Entregue;RR;60,52;544,68;176,22;0,244444444;21;Feminino;18-29;141;15;TransFrete;PIX;1
806;45125;SSD Kingston NV2 2TB;Computadores;5;1370;6850;0;6850;Nordeste;Loja Física;Em trânsito;CE;808,3;4041,5;2808,5;0,41;38;Masculino;30-49;79;2;LogTech Express;PIX;2
819;44636;Pilha Alcalina Panasonic AA Lote com 16;Eletrodomésticos & TV;10;409;4090;0,15;3476,5;Centro-Oeste;Marketplace;Em trânsito;DF;171,78;1717,8;1758,7;0,505882353;71;Masculino;50+;46;5;TransFrete;PIX;5
820;43808;Monitor Samsung T350 24;Computadores;5;429;2145;0;2145;Centro-Oeste;Loja Física;Entregue;DF;240,24;1201,2;943,8;0,44;32;Não Informado;30-49;97;12;LogTech Express;PIX;3
828;43890;Mouse Gamer Razer DeathAdder Essential;Acessórios;7;2674;18718;0;18718;Nordeste;Marketplace;Entregue;PE;1149,82;8048,74;10669,26;0,57;30;Masculino;30-49;168;19;TransFrete;PIX;1
832;45815;Caixa de Som JBL Essential 2;Eletrodomésticos & TV;8;2205;17640;0,1;15876;Norte;Online;Entregue;PA;1124,55;8996,4;6879,6;0,433333333;87;Feminino;50+;163;15;LogTech Express;PIX;1
